Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,Revenue,Order_Date,Sales_Channel,Region,Profit,Month_Name,Year,Day_Type,Year_Quarter
3314,Men,Training,ZoomX Invincible,9,2,0.0,2024-04-25,Retail,Hyderabad,815.54,April,2024,Working Day,2
3315,Women,Training,Metcon 7,XL,2,0.0,2024-04-25,Retail,Bangalore,1345.26,April,2024,Working Day,2
3316,Women,Running,React Infinity,L,2,0.0,2024-04-25,Online,Bangalore,27.15,April,2024,Working Day,2
3317,Kids,Basketball,Air Jordan,10,3,0.0,2025-04-11,Online,Hyderabad,3852.52,April,2025,Working Day,2
3318,Men,Training,Flex Trainer,XL,2,0.0,2025-04-11,Online,Delhi,1096.06,April,2025,Working Day,2
3319,Women,Running,Air Zoom,XL,2,0.0,2024-09-28,Retail,Mumbai,846.73,September,2024,Weekend,3
3320,Kids,Basketball,Air Jordan,UNKNOWN,2,0.0,2024-09-12,Online,Kolkata,274.91,September,2024,Working Day,3
3321,Kids,Soccer,Tiempo Legend,M,4,1396.27,2025-01-15,Retail,Mumbai,3170.16,January,2025,Working Day,1
3322,Men,Training,Metcon 7,M,2,0.0,2023-08-28,Online,Hyderabad,864.55,August,2023,Working Day,3
3323,Men,Running,Air Zoom,UNKNOWN,1,7561.59,2024-01-01,Retail,Delhi,687.56,January,2024,Working Day,1
3324,Women,Lifestyle,Dunk Low,UNKNOWN,2,0.0,2024-08-17,Retail,Hyderabad,871.48,August,2024,Weekend,3
3325,Kids,Basketball,LeBron 20,L,2,0.0,2024-11-06,Online,Hyderabad,1115.7,November,2024,Working Day,4
3326,Men,Training,SuperRep Go,M,2,0.0,2025-05-30,Online,Mumbai,991.04,May,2025,Working Day,2
3327,Men,Training,Flex Trainer,12,3,0.0,2025-03-10,Online,Bangalore,1155.61,March,2025,Working Day,1
3328,Women,Soccer,Phantom GT,UNKNOWN,1,0.0,2024-09-20,Online,Pune,2132.49,September,2024,Working Day,3
3329,Kids,Training,ZoomX Invincible,M,2,0.0,2024-04-28,Retail,Kolkata,530.29,April,2024,Weekend,2
3330,Women,Training,Metcon 7,M,1,0.0,2023-11-14,Online,Kolkata,1714.75,November,2023,Working Day,4
3331,Kids,Soccer,Phantom GT,L,1,0.0,2023-11-14,Retail,Mumbai,2233.57,November,2023,Working Day,4
3332,Men,Training,SuperRep Go,L,2,0.0,2023-11-14,Retail,Pune,3793.25,November,2023,Working Day,4
3333,Kids,Training,SuperRep Go,L,2,0.0,2023-11-14,Retail,Kolkata,1519.97,November,2023,Working Day,4
3334,Kids,Soccer,Tiempo Legend,L,3,0.0,2023-11-14,Online,Mumbai,1190.89,November,2023,Working Day,4
3335,Men,Soccer,Premier III,UNKNOWN,2,0.0,2024-08-17,Retail,Delhi,1221.99,August,2024,Weekend,3
3336,Kids,Running,React Infinity,XL,2,0.0,2025-03-31,Online,Hyderabad,2759.16,March,2025,Working Day,1
3337,Men,Training,ZoomX Invincible,L,4,0.0,2024-10-10,Online,Delhi,2915.13,October,2024,Working Day,4
3338,Women,Training,ZoomX Invincible,L,2,0.0,2025-06-09,Online,Kolkata,3011.73,June,2025,Working Day,2
3339,Men,Lifestyle,Air Force 1,UNKNOWN,2,0.0,2025-05-15,Retail,Delhi,2014.52,May,2025,Working Day,2
3340,Kids,Soccer,Premier III,M,3,0.0,2024-12-29,Retail,Mumbai,2551.47,December,2024,Weekend,4
3341,Kids,Training,Metcon 7,8,3,0.0,2024-03-23,Online,Bangalore,1693.41,March,2024,Weekend,1
3343,Kids,Basketball,Air Jordan,L,3,0.0,2024-11-12,Retail,Hyderabad,1688.78,November,2024,Working Day,4
3344,Kids,Soccer,Mercurial Superfly,12,2,0.0,2025-06-24,Retail,Hyderabad,303.77,June,2025,Working Day,2
3346,Kids,Training,SuperRep Go,12,4,0.0,2024-09-26,Retail,Delhi,3392.46,September,2024,Working Day,3
3347,Men,Training,ZoomX Invincible,L,2,0.0,2024-09-26,Online,Mumbai,1546.55,September,2024,Working Day,3
3348,Women,Soccer,Mercurial Superfly,9,2,0.0,2024-09-26,Online,Hyderabad,2636.76,September,2024,Working Day,3
3349,Men,Training,ZoomX Invincible,M,0,0.0,2025-05-28,Retail,Hyderabad,481.2,May,2025,Working Day,2
3350,Women,Basketball,Zoom Freak,L,2,0.0,2025-05-28,Online,Bangalore,2199.43,May,2025,Working Day,2
3351,Men,Training,SuperRep Go,UNKNOWN,2,0.0,2025-03-01,Online,Kolkata,382.32,March,2025,Weekend,1
3352,Women,Training,SuperRep Go,9,2,0.0,2025-03-01,Retail,Pune,1437.43,March,2025,Weekend,1
3354,Men,Lifestyle,Dunk Low,L,2,0.0,2024-11-01,Retail,Kolkata,987.6,November,2024,Working Day,4
3355,Kids,Basketball,LeBron 20,6,0,0.0,2025-01-16,Online,Pune,1815.96,January,2025,Working Day,1
3356,Women,Soccer,Tiempo Legend,M,4,0.0,2025-03-13,Online,Mumbai,724.11,March,2025,Working Day,1
3357,Kids,Training,Flex Trainer,M,4,12412.9,2025-04-05,Online,Delhi,678.42,April,2025,Weekend,2
3358,Men,Basketball,Kyrie Flytrap,M,2,0.0,2024-08-01,Online,Hyderabad,2019.56,August,2024,Working Day,3
3359,Kids,Basketball,LeBron 20,UNKNOWN,2,0.0,2024-09-01,Retail,Mumbai,2963.03,September,2024,Weekend,3
3360,Women,Training,Metcon 7,M,4,0.0,2024-07-31,Online,Bangalore,304.12,July,2024,Working Day,3
3361,Women,Basketball,LeBron 20,XL,0,0.0,2024-03-10,Retail,Bangalore,3007.91,March,2024,Weekend,1
3362,Men,Lifestyle,Air Force 1,L,2,0.0,2024-03-10,Retail,Delhi,2730.12,March,2024,Weekend,1
3363,Women,Basketball,Kyrie Flytrap,UNKNOWN,3,0.0,2025-02-18,Online,Bangalore,39.86,February,2025,Working Day,1
3364,Kids,Soccer,Premier III,M,2,0.0,2024-09-11,Online,Pune,371.86,September,2024,Working Day,3
3365,Kids,Running,Air Zoom,M,2,0.0,2024-12-15,Retail,Pune,445.03,December,2024,Weekend,4
3366,Men,Basketball,LeBron 20,M,2,0.0,2024-12-15,Retail,Pune,2762.68,December,2024,Weekend,4
3368,Women,Training,Flex Trainer,M,2,0.0,2025-04-14,Retail,Delhi,2027.47,April,2025,Working Day,2
3369,Men,Running,React Infinity,L,2,0.0,2024-09-27,Online,Kolkata,1247.02,September,2024,Working Day,3
3370,Women,Basketball,Air Jordan,XL,2,0.0,2025-07-05,Retail,Bangalore,1137.54,July,2025,Weekend,3
3371,Men,Training,Flex Trainer,XL,1,0.0,2025-04-26,Retail,Delhi,2255.43,April,2025,Weekend,2
3372,Kids,Basketball,Kyrie Flytrap,M,2,0.0,2025-02-24,Online,Delhi,1088.45,February,2025,Working Day,1
3373,Kids,Training,SuperRep Go,8,2,0.0,2024-12-16,Retail,Pune,1069.43,December,2024,Working Day,4
3374,Men,Training,Flex Trainer,M,4,0.0,2024-12-16,Online,Pune,1905.25,December,2024,Working Day,4
3375,Kids,Running,Free RN,M,0,0.0,2024-11-22,Online,Bangalore,1647.39,November,2024,Working Day,4
3376,Kids,Soccer,Phantom GT,6,2,0.0,2024-10-23,Retail,Kolkata,1286.64,October,2024,Working Day,4
3377,Men,Basketball,Kyrie Flytrap,M,0,0.0,2024-10-23,Online,Hyderabad,1295.93,October,2024,Working Day,4
3378,Kids,Soccer,Phantom GT,XL,1,0.0,2024-10-23,Online,Kolkata,2416.87,October,2024,Working Day,4
3379,Men,Basketball,Air Jordan,UNKNOWN,2,1400.14,2024-10-23,Retail,Pune,3000.14,October,2024,Working Day,4
3380,Women,Basketball,Kyrie Flytrap,UNKNOWN,2,0.0,2024-02-23,Online,Mumbai,3463.32,February,2024,Working Day,1
3381,Men,Training,ZoomX Invincible,UNKNOWN,1,0.0,2024-02-23,Retail,Mumbai,2718.47,February,2024,Working Day,1
3382,Men,Basketball,LeBron 20,XL,2,0.0,2025-01-10,Retail,Hyderabad,1710.15,January,2025,Working Day,1
3383,Women,Lifestyle,Air Force 1,XL,2,0.0,2024-08-12,Retail,Bangalore,3793.87,August,2024,Working Day,3
3384,Women,Basketball,Air Jordan,10,2,0.0,2025-07-22,Retail,Bangalore,144.65,July,2025,Working Day,3
3385,Men,Training,ZoomX Invincible,UNKNOWN,2,0.0,2025-03-21,Online,Hyderabad,643.93,March,2025,Working Day,1
3386,Women,Soccer,Phantom GT,8,2,0.0,2024-10-16,Retail,Hyderabad,3827.83,October,2024,Working Day,4
3387,Men,Soccer,Phantom GT,10,4,0.0,2025-06-21,Retail,Bangalore,2821.58,June,2025,Weekend,2
3388,Women,Running,Free RN,7,2,0.0,2025-05-03,Online,Pune,1915.52,May,2025,Weekend,2
3389,Women,Running,Air Zoom,M,3,0.0,2025-04-04,Online,Mumbai,3491.49,April,2025,Working Day,2
3391,Women,Soccer,Mercurial Superfly,M,2,0.0,2023-11-14,Retail,Hyderabad,1628.31,November,2023,Working Day,4
3392,Kids,Lifestyle,Dunk Low,UNKNOWN,1,0.0,2025-06-08,Online,Pune,433.47,June,2025,Weekend,2
3393,Kids,Basketball,Air Jordan,M,2,0.0,2025-06-08,Online,Bangalore,1329.32,June,2025,Weekend,2
3394,Kids,Lifestyle,Dunk Low,XL,1,0.0,2024-11-03,Online,Hyderabad,2396.11,November,2024,Weekend,4
3395,Women,Running,Free RN,L,3,0.0,2025-01-15,Online,Mumbai,3069.77,January,2025,Working Day,1
3396,Kids,Running,Free RN,L,2,0.0,2023-08-27,Retail,Bangalore,1047.8,August,2023,Weekend,3
3397,Women,Lifestyle,Dunk Low,M,2,0.0,2023-08-27,Online,Mumbai,3478.84,August,2023,Weekend,3
3398,Men,Basketball,LeBron 20,XL,2,0.0,2023-08-27,Retail,Kolkata,415.57,August,2023,Weekend,3
3399,Women,Basketball,LeBron 20,6,2,0.0,2025-02-11,Online,Hyderabad,1021.01,February,2025,Working Day,1
3400,Kids,Lifestyle,Waffle One,M,2,0.0,2024-10-11,Retail,Hyderabad,703.25,October,2024,Working Day,4
3401,Kids,Basketball,Zoom Freak,M,2,0.0,2024-10-30,Retail,Kolkata,3834.84,October,2024,Working Day,4
3402,Women,Running,Pegasus Turbo,UNKNOWN,2,0.0,2024-10-30,Online,Pune,229.84,October,2024,Working Day,4
3403,Kids,Training,Flex Trainer,M,2,0.0,2024-10-30,Retail,Pune,200.19,October,2024,Working Day,4
3404,Kids,Basketball,Zoom Freak,XL,2,0.0,2025-04-05,Online,Pune,1505.06,April,2025,Weekend,2
3405,Women,Lifestyle,Dunk Low,M,0,0.0,2025-01-04,Online,Kolkata,1861.72,January,2025,Weekend,1
3406,Women,Basketball,Zoom Freak,10,2,0.0,2024-08-19,Online,Bangalore,3314.92,August,2024,Working Day,3
3407,Women,Lifestyle,Air Force 1,11,0,0.0,2025-01-18,Retail,Delhi,4.1,January,2025,Weekend,1
3408,Men,Basketball,Air Jordan,XL,2,0.0,2025-02-28,Retail,Delhi,1675.58,February,2025,Working Day,1
3409,Kids,Running,Air Zoom,M,1,4418.41,2024-09-08,Retail,Delhi,1106.07,September,2024,Weekend,3
3410,Kids,Running,Free RN,UNKNOWN,0,0.0,2025-01-01,Retail,Hyderabad,2396.55,January,2025,Working Day,1
3411,Kids,Soccer,Mercurial Superfly,9,0,0.0,2023-07-31,Retail,Pune,970.59,July,2023,Working Day,3
3412,Men,Training,Flex Trainer,XL,2,0.0,2023-07-31,Online,Hyderabad,2789.29,July,2023,Working Day,3
3413,Kids,Soccer,Phantom GT,XL,2,0.0,2023-07-31,Online,Hyderabad,2752.65,July,2023,Working Day,3
3414,Men,Lifestyle,Dunk Low,7,4,0.0,2025-01-21,Online,Mumbai,520.63,January,2025,Working Day,1
3415,Kids,Basketball,Air Jordan,L,1,0.0,2024-03-06,Online,Hyderabad,426.97,March,2024,Working Day,1
3416,Men,Soccer,Phantom GT,XL,2,0.0,2025-06-04,Retail,Hyderabad,819.45,June,2025,Working Day,2
3417,Men,Basketball,LeBron 20,XL,2,0.0,2025-03-30,Online,Kolkata,409.81,March,2025,Weekend,1
3418,Men,Soccer,Tiempo Legend,M,1,0.0,2024-12-07,Retail,Bangalore,639.28,December,2024,Weekend,4
3419,Kids,Training,SuperRep Go,UNKNOWN,4,0.0,2024-12-07,Online,Mumbai,1180.16,December,2024,Weekend,4
3420,Women,Soccer,Premier III,UNKNOWN,1,0.0,2024-12-07,Online,Delhi,1266.29,December,2024,Weekend,4
3421,Women,Basketball,Zoom Freak,L,2,0.0,2024-12-07,Online,Hyderabad,242.44,December,2024,Weekend,4
3422,Kids,Training,Metcon 7,XL,2,0.0,2024-01-18,Retail,Hyderabad,2432.76,January,2024,Working Day,1
3423,Kids,Basketball,Kyrie Flytrap,L,2,0.0,2024-08-06,Retail,Mumbai,106.0,August,2024,Working Day,3
3424,Women,Training,SuperRep Go,M,2,0.0,2025-02-11,Online,Mumbai,1955.19,February,2025,Working Day,1
3425,Women,Lifestyle,Dunk Low,UNKNOWN,1,0.0,2024-07-25,Online,Kolkata,2342.64,July,2024,Working Day,3
3426,Men,Running,Free RN,L,2,0.0,2024-12-03,Online,Delhi,3119.24,December,2024,Working Day,4
3427,Men,Running,Pegasus Turbo,8,1,0.0,2024-12-03,Retail,Mumbai,2741.85,December,2024,Working Day,4
3428,Women,Basketball,Air Jordan,6,1,2175.91,2024-12-03,Online,Bangalore,625.3,December,2024,Working Day,4
3429,Men,Soccer,Premier III,10,0,0.0,2025-07-06,Retail,Delhi,77.97,July,2025,Weekend,3
3430,Men,Training,Flex Trainer,M,2,0.0,2024-10-01,Online,Bangalore,890.2,October,2024,Working Day,4
3431,Women,Training,Metcon 7,L,1,0.0,2024-10-01,Retail,Delhi,3816.31,October,2024,Working Day,4
3432,Kids,Basketball,Kyrie Flytrap,XL,2,0.0,2025-06-03,Online,Kolkata,640.44,June,2025,Working Day,2
3434,Kids,Basketball,Air Jordan,XL,2,0.0,2024-10-21,Online,Delhi,570.25,October,2024,Working Day,4
3435,Men,Training,SuperRep Go,UNKNOWN,4,0.0,2025-06-11,Online,Delhi,2936.54,June,2025,Working Day,2
3436,Kids,Soccer,Mercurial Superfly,L,2,0.0,2025-06-11,Retail,Bangalore,2107.65,June,2025,Working Day,2
3437,Kids,Soccer,Tiempo Legend,M,2,0.0,2024-05-10,Retail,Mumbai,113.52,May,2024,Working Day,2
3438,Women,Soccer,Phantom GT,7,3,0.0,2024-09-05,Retail,Hyderabad,1669.74,September,2024,Working Day,3
3440,Kids,Lifestyle,Waffle One,M,3,0.0,2025-05-08,Online,Mumbai,510.72,May,2025,Working Day,2
3441,Kids,Running,Free RN,12,2,0.0,2025-05-08,Retail,Delhi,3301.27,May,2025,Working Day,2
3442,Kids,Basketball,Zoom Freak,XL,4,0.0,2025-01-21,Online,Mumbai,3129.5,January,2025,Working Day,1
3443,Kids,Basketball,Zoom Freak,8,2,0.0,2025-07-04,Retail,Mumbai,3549.06,July,2025,Working Day,3
3444,Men,Basketball,LeBron 20,L,2,0.0,2025-07-04,Online,Kolkata,382.31,July,2025,Working Day,3
3445,Men,Lifestyle,Blazer Mid,10,1,0.0,2024-09-07,Retail,Bangalore,3658.04,September,2024,Weekend,3
3446,Men,Lifestyle,Dunk Low,8,2,0.0,2024-09-07,Retail,Bangalore,1680.5,September,2024,Weekend,3
3447,Women,Basketball,LeBron 20,M,2,0.0,2025-05-14,Retail,Hyderabad,1860.15,May,2025,Working Day,2
3449,Men,Training,ZoomX Invincible,UNKNOWN,0,0.0,2025-02-21,Retail,Delhi,1586.59,February,2025,Working Day,1
3450,Men,Running,React Infinity,M,3,0.0,2024-01-16,Retail,Bangalore,904.82,January,2024,Working Day,1
3451,Men,Training,SuperRep Go,7,2,0.0,2025-07-05,Retail,Mumbai,720.76,July,2025,Weekend,3
3452,Men,Training,SuperRep Go,11,2,0.0,2024-08-05,Online,Delhi,1239.11,August,2024,Working Day,3
3453,Kids,Soccer,Phantom GT,UNKNOWN,0,0.0,2024-12-05,Retail,Delhi,2003.05,December,2024,Working Day,4
3454,Kids,Basketball,Zoom Freak,XL,2,0.0,2025-01-17,Online,Delhi,2313.95,January,2025,Working Day,1
3455,Women,Soccer,Premier III,UNKNOWN,2,0.0,2025-01-17,Retail,Hyderabad,1352.56,January,2025,Working Day,1
3456,Women,Basketball,Air Jordan,12,1,0.0,2025-02-24,Online,Delhi,2531.22,February,2025,Working Day,1
3457,Women,Training,Flex Trainer,11,2,0.0,2025-02-24,Online,Pune,3777.72,February,2025,Working Day,1
3458,Women,Running,Pegasus Turbo,UNKNOWN,2,0.0,2025-01-22,Online,Mumbai,257.87,January,2025,Working Day,1
3459,Men,Lifestyle,Blazer Mid,UNKNOWN,2,0.0,2025-03-27,Retail,Hyderabad,2745.91,March,2025,Working Day,1
3460,Women,Running,React Infinity,XL,0,0.0,2024-12-21,Online,Pune,1372.6,December,2024,Weekend,4
3462,Women,Basketball,Kyrie Flytrap,UNKNOWN,3,0.0,2024-12-21,Retail,Bangalore,274.97,December,2024,Weekend,4
3463,Women,Soccer,Phantom GT,12,1,0.0,2025-02-24,Retail,Pune,1853.7,February,2025,Working Day,1
3464,Kids,Training,Flex Trainer,XL,0,0.0,2023-11-29,Online,Bangalore,1587.01,November,2023,Working Day,4
3465,Men,Lifestyle,Dunk Low,UNKNOWN,2,0.0,2023-11-29,Online,Delhi,1698.7,November,2023,Working Day,4
3466,Men,Basketball,Kyrie Flytrap,UNKNOWN,2,6498.22,2024-10-24,Retail,Mumbai,360.53,October,2024,Working Day,4
3467,Men,Lifestyle,Air Force 1,M,2,0.0,2025-03-13,Online,Bangalore,1472.83,March,2025,Working Day,1
3468,Men,Soccer,Phantom GT,UNKNOWN,4,2681.84,2024-10-01,Online,Kolkata,259.93,October,2024,Working Day,4
3469,Kids,Running,Air Zoom,10,1,0.0,2024-10-01,Online,Mumbai,3792.66,October,2024,Working Day,4
3470,Kids,Soccer,Tiempo Legend,M,2,0.0,2025-02-11,Online,Kolkata,284.96,February,2025,Working Day,1
3471,Kids,Lifestyle,Waffle One,L,0,0.0,2025-02-04,Retail,Kolkata,364.01,February,2025,Working Day,1
3472,Men,Basketball,Air Jordan,XL,2,0.0,2024-08-31,Online,Hyderabad,1750.67,August,2024,Weekend,3
3473,Kids,Soccer,Premier III,M,4,0.0,2024-12-05,Online,Delhi,63.47,December,2024,Working Day,4
3474,Women,Basketball,LeBron 20,M,2,0.0,2024-07-29,Retail,Hyderabad,3969.54,July,2024,Working Day,3
3475,Kids,Soccer,Tiempo Legend,L,1,0.0,2024-07-29,Online,Mumbai,2996.47,July,2024,Working Day,3
3476,Men,Training,Flex Trainer,11,2,0.0,2025-06-25,Retail,Mumbai,1881.61,June,2025,Working Day,2
3477,Men,Basketball,Air Jordan,M,2,0.0,2025-04-25,Online,Delhi,1691.28,April,2025,Working Day,2
3478,Kids,Training,Flex Trainer,9,2,0.0,2025-05-17,Retail,Mumbai,2192.68,May,2025,Weekend,2
3479,Women,Training,ZoomX Invincible,XL,4,0.0,2024-09-16,Retail,Mumbai,1909.78,September,2024,Working Day,3
3480,Kids,Running,Free RN,M,4,0.0,2023-10-15,Online,Bangalore,2872.75,October,2023,Weekend,4
3481,Women,Lifestyle,Air Force 1,XL,4,0.0,2023-10-15,Online,Bangalore,2564.61,October,2023,Weekend,4
3482,Men,Soccer,Mercurial Superfly,M,2,0.0,2024-08-19,Online,Hyderabad,1660.47,August,2024,Working Day,3
3483,Men,Lifestyle,Air Force 1,L,4,0.0,2024-12-04,Online,Kolkata,738.19,December,2024,Working Day,4
3484,Kids,Lifestyle,Dunk Low,12,2,0.0,2024-08-18,Online,Bangalore,1395.41,August,2024,Weekend,3
3485,Women,Lifestyle,Dunk Low,UNKNOWN,2,0.0,2024-12-14,Retail,Hyderabad,1722.38,December,2024,Weekend,4
3486,Kids,Training,SuperRep Go,L,4,0.0,2024-10-14,Retail,Delhi,1451.77,October,2024,Working Day,4
3487,Men,Lifestyle,Dunk Low,M,2,0.0,2025-05-28,Online,Hyderabad,2927.35,May,2025,Working Day,2
3488,Women,Soccer,Tiempo Legend,XL,4,0.0,2025-03-12,Online,Kolkata,86.25,March,2025,Working Day,1
3489,Kids,Running,React Infinity,8,2,0.0,2025-04-04,Online,Mumbai,1734.72,April,2025,Working Day,2
3490,Men,Running,Free RN,L,0,0.0,2025-07-08,Online,Delhi,1591.77,July,2025,Working Day,3
3491,Men,Soccer,Premier III,XL,2,0.0,2024-10-19,Online,Mumbai,473.94,October,2024,Weekend,4
3493,Men,Lifestyle,Dunk Low,UNKNOWN,2,0.0,2024-09-17,Online,Bangalore,568.71,September,2024,Working Day,3
3494,Kids,Running,Pegasus Turbo,UNKNOWN,2,0.0,2024-09-17,Retail,Pune,3566.05,September,2024,Working Day,3
3495,Women,Basketball,LeBron 20,M,1,0.0,2024-08-13,Retail,Pune,3572.8,August,2024,Working Day,3
3496,Men,Running,Air Zoom,M,3,0.0,2024-10-08,Retail,Delhi,786.91,October,2024,Working Day,4
3497,Women,Basketball,Zoom Freak,L,2,0.0,2024-12-08,Online,Mumbai,1878.22,December,2024,Weekend,4
3498,Women,Training,SuperRep Go,M,0,0.0,2024-09-10,Retail,Pune,910.3,September,2024,Working Day,3
3499,Women,Training,ZoomX Invincible,UNKNOWN,2,0.0,2025-03-30,Retail,Kolkata,357.03,March,2025,Weekend,1
3500,Kids,Lifestyle,Blazer Mid,L,2,0.0,2025-03-25,Retail,Kolkata,361.86,March,2025,Working Day,1
3501,Men,Lifestyle,Blazer Mid,UNKNOWN,1,0.0,2024-11-09,Retail,Mumbai,2016.85,November,2024,Weekend,4
3502,Men,Lifestyle,Blazer Mid,L,2,0.0,2023-11-09,Online,Delhi,3665.75,November,2023,Working Day,4
3503,Men,Training,SuperRep Go,M,2,0.0,2024-11-16,Online,Mumbai,1048.24,November,2024,Weekend,4
3504,Women,Training,SuperRep Go,UNKNOWN,2,0.0,2024-08-18,Retail,Delhi,3035.95,August,2024,Weekend,3
3506,Men,Training,Metcon 7,L,0,0.0,2024-10-12,Online,Pune,2393.61,October,2024,Weekend,4
3507,Kids,Running,Free RN,7,2,0.0,2024-10-12,Retail,Mumbai,11.97,October,2024,Weekend,4
3508,Kids,Training,ZoomX Invincible,UNKNOWN,2,0.0,2024-10-12,Retail,Bangalore,3466.92,October,2024,Weekend,4
3509,Kids,Lifestyle,Blazer Mid,12,2,0.0,2025-07-22,Online,Mumbai,2278.11,July,2025,Working Day,3
3510,Men,Soccer,Tiempo Legend,M,2,0.0,2025-04-17,Retail,Hyderabad,3445.21,April,2025,Working Day,2
3511,Kids,Lifestyle,Blazer Mid,XL,2,0.0,2025-02-15,Retail,Hyderabad,877.12,February,2025,Weekend,1
3512,Kids,Basketball,Zoom Freak,M,4,0.0,2025-06-05,Retail,Pune,2516.79,June,2025,Working Day,2
3513,Women,Training,SuperRep Go,UNKNOWN,0,0.0,2025-04-16,Retail,Hyderabad,2625.95,April,2025,Working Day,2
3514,Kids,Running,React Infinity,7,2,0.0,2024-08-10,Retail,Hyderabad,2804.16,August,2024,Weekend,3
3515,Men,Training,Flex Trainer,XL,2,0.0,2024-08-14,Online,Kolkata,699.6,August,2024,Working Day,3
3516,Men,Training,ZoomX Invincible,M,2,0.0,2024-08-14,Online,Pune,3844.73,August,2024,Working Day,3
3517,Women,Running,Air Zoom,UNKNOWN,2,0.0,2024-08-14,Retail,Hyderabad,2661.74,August,2024,Working Day,3
3518,Women,Basketball,Air Jordan,XL,2,0.0,2024-08-14,Retail,Delhi,3047.69,August,2024,Working Day,3
3519,Kids,Soccer,Premier III,UNKNOWN,2,0.0,2025-05-25,Retail,Kolkata,3491.18,May,2025,Weekend,2
3520,Women,Lifestyle,Waffle One,XL,2,998.81,2024-03-22,Retail,Delhi,776.21,March,2024,Working Day,1
3521,Women,Training,ZoomX Invincible,M,2,0.0,2024-06-09,Online,Kolkata,3721.9,June,2024,Weekend,2
3523,Kids,Training,SuperRep Go,6,2,0.0,2024-06-09,Retail,Kolkata,825.03,June,2024,Weekend,2
3524,Kids,Training,SuperRep Go,9,2,0.0,2024-11-12,Online,Mumbai,1646.1,November,2024,Working Day,4
3525,Kids,Running,React Infinity,UNKNOWN,2,0.0,2025-01-29,Retail,Mumbai,3030.5,January,2025,Working Day,1
3527,Men,Soccer,Phantom GT,UNKNOWN,3,0.0,2025-06-12,Online,Mumbai,257.35,June,2025,Working Day,2
3528,Kids,Running,React Infinity,L,2,0.0,2024-08-21,Retail,Hyderabad,2662.77,August,2024,Working Day,3
3529,Men,Training,SuperRep Go,L,1,0.0,2025-03-28,Retail,Delhi,1448.77,March,2025,Working Day,1
3530,Women,Soccer,Mercurial Superfly,UNKNOWN,0,0.0,2023-09-25,Retail,Kolkata,2458.14,September,2023,Working Day,3
3531,Women,Basketball,LeBron 20,UNKNOWN,2,0.0,2024-05-07,Online,Delhi,1932.99,May,2024,Working Day,2
3532,Kids,Running,React Infinity,XL,2,0.0,2024-05-07,Online,Mumbai,955.19,May,2024,Working Day,2
3533,Kids,Running,Air Zoom,L,2,0.0,2023-11-05,Retail,Hyderabad,451.71,November,2023,Weekend,4
3534,Kids,Basketball,Zoom Freak,UNKNOWN,3,3739.85,2024-11-09,Retail,Kolkata,427.76,November,2024,Weekend,4
3535,Kids,Basketball,LeBron 20,XL,2,0.0,2024-12-24,Retail,Pune,169.86,December,2024,Working Day,4
3536,Women,Lifestyle,Dunk Low,12,2,0.0,2024-12-01,Retail,Bangalore,3934.31,December,2024,Weekend,4
3537,Men,Lifestyle,Blazer Mid,XL,2,109.28,2025-06-15,Online,Kolkata,3170.78,June,2025,Weekend,2
3538,Kids,Basketball,Kyrie Flytrap,L,0,0.0,2024-12-12,Online,Bangalore,2787.81,December,2024,Working Day,4
3539,Kids,Lifestyle,Air Force 1,XL,3,3467.83,2025-05-16,Retail,Hyderabad,2366.58,May,2025,Working Day,2
3540,Kids,Training,Flex Trainer,XL,1,0.0,2025-05-16,Retail,Delhi,1850.13,May,2025,Working Day,2
3541,Kids,Training,SuperRep Go,M,1,0.0,2024-09-04,Online,Mumbai,2011.76,September,2024,Working Day,3
3542,Men,Lifestyle,Air Force 1,UNKNOWN,2,0.0,2024-11-28,Retail,Mumbai,1826.07,November,2024,Working Day,4
3543,Kids,Lifestyle,Dunk Low,UNKNOWN,2,0.0,2024-11-22,Retail,Pune,2712.79,November,2024,Working Day,4
3544,Men,Running,Air Zoom,M,2,0.0,2023-08-03,Retail,Kolkata,684.88,August,2023,Working Day,3
3545,Men,Training,Flex Trainer,12,3,0.0,2023-08-03,Online,Delhi,2239.86,August,2023,Working Day,3
3546,Men,Lifestyle,Waffle One,L,2,0.0,2024-03-12,Retail,Delhi,945.11,March,2024,Working Day,1
3547,Kids,Soccer,Tiempo Legend,XL,4,0.0,2024-03-12,Online,Delhi,2157.74,March,2024,Working Day,1
3548,Kids,Soccer,Phantom GT,UNKNOWN,3,0.0,2024-03-12,Online,Kolkata,3366.32,March,2024,Working Day,1
3549,Kids,Training,SuperRep Go,L,0,0.0,2023-08-02,Online,Mumbai,14.79,August,2023,Working Day,3
3550,Women,Lifestyle,Air Force 1,M,2,0.0,2023-08-02,Online,Bangalore,3289.86,August,2023,Working Day,3
3551,Women,Training,SuperRep Go,10,2,0.0,2023-08-02,Retail,Kolkata,259.16,August,2023,Working Day,3
3552,Men,Running,React Infinity,XL,4,0.0,2025-05-17,Retail,Mumbai,762.95,May,2025,Weekend,2
3553,Women,Running,Air Zoom,XL,2,0.0,2025-06-25,Online,Pune,720.87,June,2025,Working Day,2
3554,Men,Soccer,Premier III,L,2,0.0,2025-04-26,Retail,Bangalore,2052.71,April,2025,Weekend,2
